"Gene","Accession","Measure","final.mean","Time","Lot","ID","Status"
"NCK2","NM_001004720","Mean_0HR_C2",1.288659,"0HR","C2","NM_001004720.C2","Active"
"NCL","NM_005381","Mean_0HR_C2",7.8789925,"0HR","C2","NM_005381.C2","Active"
"NEK3","NM_002498","Mean_0HR_C2",0.44838475,"0HR","C2","NM_002498.C2","Silent"
"NEK6","NM_014397","Mean_0HR_C2",19.36645625,"0HR","C2","NM_014397.C2","Active"
"NEK7","NM_133494","Mean_0HR_C2",3.48206,"0HR","C2","NM_133494.C2","Active"
"NEK8","NM_178170","Mean_0HR_C2",1.21288,"0HR","C2","NM_178170.C2","Active"
"NF1","NM_000267","Mean_0HR_C2",5.4626725,"0HR","C2","NM_000267.C2","Active"
"NF2","NM_181828","Mean_0HR_C2",4.597735,"0HR","C2","NM_181828.C2","Active"
"NLK","NM_016231","Mean_0HR_C2",2.45275875,"0HR","C2","NM_016231.C2","Active"
"NME1","NM_000269","Mean_0HR_C2",1.784755,"0HR","C2","NM_000269.C2","Active"
"NOLC1","NM_004741","Mean_0HR_C2",5.3073525,"0HR","C2","NM_004741.C2","Active"
"NPM1","NM_002520","Mean_0HR_C2",0.155042,"0HR","C2","NM_002520.C2","Silent"
"NPR2","NM_003995","Mean_0HR_C2",2.215392,"0HR","C2","NM_003995.C2","Active"
"NRAS","NM_002524","Mean_0HR_C2",4.742675,"0HR","C2","NM_002524.C2","Active"
"NRBP","NM_013392","Mean_0HR_C2",4.76191875,"0HR","C2","NM_013392.C2","Active"
"NTRK1","NM_001012331","Mean_0HR_C2",0.023393975,"0HR","C2","NM_001012331.C2","Silent"
"NTRK2","NM_001007097","Mean_0HR_C2",0.074611375,"0HR","C2","NM_001007097.C2","Silent"
"NTRK3","NM_001007156","Mean_0HR_C2",0.0100287,"0HR","C2","NM_001007156.C2","Silent"
"NUAK2","NM_030952","Mean_0HR_C2",0.0246877875,"0HR","C2","NM_030952.C2","Silent"
"OXSR1","NM_005109","Mean_0HR_C2",3.186845,"0HR","C2","NM_005109.C2","Active"
"P2RY2","NM_002564","Mean_0HR_C2",0.011286623,"0HR","C2","NM_002564.C2","Silent"
"P2RY8","NM_178129","Mean_0HR_C2",16.8242,"0HR","C2","NM_178129.C2","Active"
"p50","NM_003998","Mean_0HR_C2",3.4263475,"0HR","C2","NM_003998.C2","Active"
"p65","NM_021975","Mean_0HR_C2",2.3538875,"0HR","C2","NM_021975.C2","Active"
"PAFAH1B2","NM_002572","Mean_0HR_C2",10.3492975,"0HR","C2","NM_002572.C2","Active"
"PAICS","NM_006452","Mean_0HR_C2",2.6901125,"0HR","C2","NM_006452.C2","Active"
"PAK2","NM_002577","Mean_0HR_C2",10.0999425,"0HR","C2","NM_002577.C2","Active"
"PAK4","NM_005884","Mean_0HR_C2",0.551396625,"0HR","C2","NM_005884.C2",NA
"PALB2","NM_024675","Mean_0HR_C2",0.6041555,"0HR","C2","NM_024675.C2",NA
"PANK3","NM_024594","Mean_0HR_C2",6.26667,"0HR","C2","NM_024594.C2","Active"
"PANK4","NM_018216","Mean_0HR_C2",3.2299675,"0HR","C2","NM_018216.C2","Active"
"PDE4DIP","NM_001002812","Mean_0HR_C2",1.05023625,"0HR","C2","NM_001002812.C2","Active"
"PDGFRA","NM_006206","Mean_0HR_C2",0.019204375,"0HR","C2","NM_006206.C2","Silent"
"PDGFRB","NM_002609","Mean_0HR_C2",3.3900475,"0HR","C2","NM_002609.C2","Active"
"PDK1","NM_002610","Mean_0HR_C2",7.4284775,"0HR","C2","NM_002610.C2","Active"
"PDP1","NM_001161778","Mean_0HR_C2",2.66718,"0HR","C2","NM_001161778.C2","Active"
"PDPK1","NM_002613","Mean_0HR_C2",5.0368575,"0HR","C2","NM_002613.C2","Active"
"PDXK","NM_003681","Mean_0HR_C2",1.736525,"0HR","C2","NM_003681.C2","Active"
"PEBP1","NM_002567","Mean_0HR_C2",4.2811125,"0HR","C2","NM_002567.C2","Active"
"PFKFB2","NM_001018053","Mean_0HR_C2",1.01348875,"0HR","C2","NM_001018053.C2","Active"
"PFKFB3","NM_001145443","Mean_0HR_C2",12.0159575,"0HR","C2","NM_001145443.C2","Active"
"PFKP","NM_002627","Mean_0HR_C2",11.049315,"0HR","C2","NM_002627.C2","Active"
"PGK1","NM_000291","Mean_0HR_C2",71.1741125,"0HR","C2","NM_000291.C2","Active"
"PGLS","NM_012088","Mean_0HR_C2",2.368795,"0HR","C2","NM_012088.C2","Active"
"PI4K2B","NM_018323","Mean_0HR_C2",4.993235,"0HR","C2","NM_018323.C2","Active"
"PIK3C2B","NM_002646","Mean_0HR_C2",7.8993575,"0HR","C2","NM_002646.C2","Active"
"PIK3CA","NM_006218","Mean_0HR_C2",5.504495,"0HR","C2","NM_006218.C2","Active"
"PIK3CD","NM_005026","Mean_0HR_C2",21.373975,"0HR","C2","NM_005026.C2","Active"
"PIK3R1","NM_181504","Mean_0HR_C2",2.474195,"0HR","C2","NM_181504.C2","Active"
"PIK3R2","NM_005027","Mean_0HR_C2",2.0817375,"0HR","C2","NM_005027.C2","Active"
"PIK3R4","NM_014602","Mean_0HR_C2",2.286935,"0HR","C2","NM_014602.C2","Active"
"PIK3R5","NM_001142633","Mean_0HR_C2",4.71495,"0HR","C2","NM_001142633.C2","Active"
"PIKFYVE","NM_015040","Mean_0HR_C2",13.699875,"0HR","C2","NM_015040.C2","Active"
"PIP4K2A","NM_005028","Mean_0HR_C2",9.991375,"0HR","C2","NM_005028.C2","Active"
"PIP5K1A","NM_001135636","Mean_0HR_C2",5.13444,"0HR","C2","NM_001135636.C2","Active"
"PKHD1","NM_138694","Mean_0HR_C2",0.007518045,"0HR","C2","NM_138694.C2","Silent"
"PKN1","NM_213560","Mean_0HR_C2",13.20134375,"0HR","C2","NM_213560.C2","Active"
"PLK2","NM_006622","Mean_0HR_C2",0.79530525,"0HR","C2","NM_006622.C2",NA
"PLXNB2","NM_012401","Mean_0HR_C2",9.93862,"0HR","C2","NM_012401.C2","Active"
"POLD2","NM_006230","Mean_0HR_C2",0.76884275,"0HR","C2","NM_006230.C2",NA
"POLR2H","NM_001278698","Mean_0HR_C2",2.80572,"0HR","C2","NM_001278698.C2","Active"
"PPAT","NM_002703","Mean_0HR_C2",1.74157,"0HR","C2","NM_002703.C2","Active"
"PRDX4","NM_006406","Mean_0HR_C2",2.2659875,"0HR","C2","NM_006406.C2","Active"
"PRKAR1A","NM_212472","Mean_0HR_C2",21.347525,"0HR","C2","NM_212472.C2","Active"
"PRKAR2A","NM_004157","Mean_0HR_C2",1.07305975,"0HR","C2","NM_004157.C2","Active"
"PRKCA","NM_002737","Mean_0HR_C2",0.803889875,"0HR","C2","NM_002737.C2",NA
"PRKCB","NM_212535","Mean_0HR_C2",34.2817125,"0HR","C2","NM_212535.C2","Active"
"PRKCE","NM_005400","Mean_0HR_C2",10.8078575,"0HR","C2","NM_005400.C2","Active"
"PRKCG","NM_002739","Mean_0HR_C2",3.92295875,"0HR","C2","NM_002739.C2","Active"
"PRKCH","NM_006255","Mean_0HR_C2",0.01753399,"0HR","C2","NM_006255.C2","Silent"
"PRKCI","NM_002740","Mean_0HR_C2",1.330774,"0HR","C2","NM_002740.C2","Active"
"PRKCQ","NM_006257","Mean_0HR_C2",0.018265474,"0HR","C2","NM_006257.C2","Silent"
"PRKCZ","NM_002744","Mean_0HR_C2",1.214172125,"0HR","C2","NM_002744.C2","Active"
"PRKD1","NM_002742","Mean_0HR_C2",0.363325875,"0HR","C2","NM_002742.C2","Silent"
"PRKD2","NM_001079882","Mean_0HR_C2",10.09921,"0HR","C2","NM_001079882.C2","Active"
"PRKD3","NM_005813","Mean_0HR_C2",1.124282125,"0HR","C2","NM_005813.C2","Active"
"PRKG1","NM_001098512","Mean_0HR_C2",0.015056075,"0HR","C2","NM_001098512.C2","Silent"
"PTCH1","NM_000264","Mean_0HR_C2",0.28523425,"0HR","C2","NM_000264.C2","Silent"
"PTEN","NM_000314","Mean_0HR_C2",11.17231,"0HR","C2","NM_000314.C2","Active"
"PTPN11","NM_002834","Mean_0HR_C2",5.912895,"0HR","C2","NM_002834.C2","Active"
"PXK","NM_017771","Mean_0HR_C2",4.57694,"0HR","C2","NM_017771.C2","Active"
"PYCR1","NM_006907","Mean_0HR_C2",0.428176,"0HR","C2","NM_006907.C2","Silent"
"RAD51L1","NM_002877","Mean_0HR_C2",7.93128,"0HR","C2","NM_002877.C2","Active"
"RAF1","NM_002880","Mean_0HR_C2",3.0600225,"0HR","C2","NM_002880.C2","Active"
"RANBP1","NM_002882","Mean_0HR_C2",10.3797725,"0HR","C2","NM_002882.C2","Active"
"RB1","NM_000321","Mean_0HR_C2",38.367725,"0HR","C2","NM_000321.C2","Active"
"RET","NM_020630","Mean_0HR_C2",0.007600174,"0HR","C2","NM_020630.C2","Silent"
"RHOH","NM_001278359","Mean_0HR_C2",20.446975,"0HR","C2","NM_001278359.C2","Active"
"RIOK1","NM_153005","Mean_0HR_C2",0.786222625,"0HR","C2","NM_153005.C2",NA
"RIOK3","NM_003831","Mean_0HR_C2",1.5843275,"0HR","C2","NM_003831.C2","Active"
"RIPK1","NM_003804","Mean_0HR_C2",0.974974625,"0HR","C2","NM_003804.C2",NA
"RIPK2","NM_003821","Mean_0HR_C2",2.7328525,"0HR","C2","NM_003821.C2","Active"
"RNF2","NM_007212","Mean_0HR_C2",4.1679525,"0HR","C2","NM_007212.C2","Active"
"ROBO1","NM_002941","Mean_0HR_C2",1.7288575,"0HR","C2","NM_002941.C2","Active"
"ROBO2","NM_001128929","Mean_0HR_C2",0.04274735,"0HR","C2","NM_001128929.C2","Silent"
"ROR1","NM_005012","Mean_0HR_C2",3.03232,"0HR","C2","NM_005012.C2","Active"
"ROR2","NM_004560","Mean_0HR_C2",0.0287059625,"0HR","C2","NM_004560.C2","Silent"
"ROS1","NM_002944","Mean_0HR_C2",0.0299082375,"0HR","C2","NM_002944.C2","Silent"
"RPIA","NM_144563","Mean_0HR_C2",3.35571,"0HR","C2","NM_144563.C2","Active"
"RPL23","NM_000978","Mean_0HR_C2",315.9905,"0HR","C2","NM_000978.C2","Active"
"RPN1","NM_002950","Mean_0HR_C2",12.2831425,"0HR","C2","NM_002950.C2","Active"
"RPS6KA4","NM_003942","Mean_0HR_C2",5.91701375,"0HR","C2","NM_003942.C2","Active"
"RPS6KA6","NM_014496","Mean_0HR_C2",0.0121102665,"0HR","C2","NM_014496.C2","Silent"
"RPS6KB1","NM_001272042","Mean_0HR_C2",4.47317,"0HR","C2","NM_001272042.C2","Active"
"RPS6KB2","NM_003952","Mean_0HR_C2",2.56923375,"0HR","C2","NM_003952.C2","Active"
"RPS6KC1","NM_012424","Mean_0HR_C2",1.43186875,"0HR","C2","NM_012424.C2","Active"
"RRP1B","NM_015056","Mean_0HR_C2",1.5753375,"0HR","C2","NM_015056.C2","Active"
"RRS1","NM_015169","Mean_0HR_C2",1.2847875,"0HR","C2","NM_015169.C2","Active"
"RSPO3","NM_032784","Mean_0HR_C2",0.0175737,"0HR","C2","NM_032784.C2","Silent"
"RUNX1","NM_001754","Mean_0HR_C2",3.2345225,"0HR","C2","NM_001754.C2","Active"
"SBK1","NM_001024401","Mean_0HR_C2",0.0436726,"0HR","C2","NM_001024401.C2","Silent"
"SCYL1","NM_020680","Mean_0HR_C2",2.91100125,"0HR","C2","NM_020680.C2","Active"
"SCYL3","NM_020423","Mean_0HR_C2",1.4804105,"0HR","C2","NM_020423.C2","Active"
"SDHA","NM_004168","Mean_0HR_C2",4.97368333333333,"0HR","C2","NM_004168.C2","Active"
"SDHB","NM_003000","Mean_0HR_C2",5.8900875,"0HR","C2","NM_003000.C2","Active"
"SDHC","NM_001035511","Mean_0HR_C2",7.585145,"0HR","C2","NM_001035511.C2","Active"
"SDHD","NM_003002","Mean_0HR_C2",5.9727575,"0HR","C2","NM_003002.C2","Active"
"SGK1","NM_005627","Mean_0HR_C2",0.0508659125,"0HR","C2","NM_005627.C2","Silent"
"SGK196","NM_001277971","Mean_0HR_C2",1.5384925,"0HR","C2","NM_001277971.C2","Active"
"SGK3","NM_013257","Mean_0HR_C2",0.1365868875,"0HR","C2","NM_013257.C2","Silent"
"SgK494","NM_001174103","Mean_0HR_C2",3.42919625,"0HR","C2","NM_001174103.C2","Active"
"SH3BP5","NM_001018009","Mean_0HR_C2",19.8397,"0HR","C2","NM_001018009.C2","Active"
"SIK3","NM_025164","Mean_0HR_C2",5.9262,"0HR","C2","NM_025164.C2","Active"
"SIX4","NM_017420","Mean_0HR_C2",0.19040975,"0HR","C2","NM_017420.C2","Silent"
"SLAMF6","NM_001184714","Mean_0HR_C2",3.4035,"0HR","C2","NM_001184714.C2","Active"
"SLC16A1","NM_003051","Mean_0HR_C2",0.87529525,"0HR","C2","NM_003051.C2",NA
"SLC39A14","NM_001128431","Mean_0HR_C2",0.5838995,"0HR","C2","NM_001128431.C2",NA
"SLC39A6","NM_012319","Mean_0HR_C2",2.78404,"0HR","C2","NM_012319.C2","Active"
"SMAD2","NM_005901","Mean_0HR_C2",9.69216,"0HR","C2","NM_005901.C2","Active"
"SMAD4","NM_005359","Mean_0HR_C2",8.956065,"0HR","C2","NM_005359.C2","Active"
"SMARCB1","NM_003073","Mean_0HR_C2",13.93185,"0HR","C2","NM_003073.C2","Active"
"SMO","NM_005631","Mean_0HR_C2",0.015059575,"0HR","C2","NM_005631.C2","Silent"
"SNX16","NM_022133","Mean_0HR_C2",0.7764615,"0HR","C2","NM_022133.C2",NA
"SPTAN1","NM_003127","Mean_0HR_C2",15.7651,"0HR","C2","NM_003127.C2","Active"
"SRPK1","NM_003137","Mean_0HR_C2",2.59453625,"0HR","C2","NM_003137.C2","Active"
"SRPK2","NM_182692","Mean_0HR_C2",11.00982,"0HR","C2","NM_182692.C2","Active"
"SSTR1","NM_001049","Mean_0HR_C2",0.015063045,"0HR","C2","NM_001049.C2","Silent"
"STK11","NM_000455","Mean_0HR_C2",4.89782625,"0HR","C2","NM_000455.C2","Active"
"STK32A","NM_001112724","Mean_0HR_C2",0.005015648,"0HR","C2","NM_001112724.C2","Silent"
